"ID1" "ID2" "ID3" "ID4" "ID5" "ID6" "ID7" "ID8" "ID9" "ID10" "ID11" "ID12" "ID13" "ID14" "ID15" "ID16" "ID17" "ID18"
"FAM122B" 5.5321423319712 6.39565350268866 5.15908240368838 5.80604006181681 5.33984833990968 5.43801367653978 5.4470139538669 5.9686229020627 5.56714105826671 5.394824478045 5.91411126832646 5.40751991589211 5.81007375062248 5.83789400981246 5.89408115682401 5.66041325590235 5.33861523068187 5.90386189188516
"DEFB108B" 2.45620952366479 1.99304393786028 2.25167281908841 2.44001790838269 2.49361016209381 2.63688678976875 2.02191808945055 2.55657070196715 2.49004701994751 2.34328402528278 2.54582875903468 2.39718801672993 2.42407618830459 2.58234516692979 1.80038718251713 1.94312246622992 2.39743181650024 2.58581365709561
"CCSER2" 5.16494504873077 4.92351065183405 4.97969098761565 5.0801155928536 5.0145694712518 5.50204849618358 5.37595137985655 5.17888344517578 5.39573326155324 5.60125989310855 5.70147523601484 5.08574999391629 5.32917667262223 5.51345033370034 6.63946825674505 5.89004328145849 5.20474488681626 5.30886855448099
"GPD2" 5.74245549202143 5.64917984034936 5.43041109169819 6.00741804500112 5.66212560729388 6.05032915312894 5.17107548081405 5.76177755388831 5.53671806139937 5.86177641186181 5.79744641180798 5.37093747685373 5.49229708170629 5.04087112933996 5.19194322479277 6.12250092168987 5.08495543645083 5.69788835531803
"HECW1" 4.59540703802088 5.24364446219098 4.80271600560188 4.95770626739189 4.73855448923165 4.74946326258007 4.74866198648361 4.98974146233657 4.87824675185233 5.17963874530322 4.47523954572772 4.40821518431411 5.22729978173809 5.08617290611649 4.33580734325639 4.5071799408121 5.06465798291639 5.01800409634245
"GPM6A" 11.8190816844788 10.9024075547226 11.1417415225848 11.0619060906236 11.0590745097851 11.6023603696039 11.2040899991638 11.111495972027 10.8545487364638 11.0129081247937 11.1219457112886 11.5899181068299 10.8511442689975 10.8963110349457 10.8723720120333 10.8209550148235 10.7815240407088 11.3588268972869
"TSPO" 4.09356972840973 4.08838367379774 4.41352643775747 4.16075809795218 4.7369497981071 3.72067628890878 3.45028543379637 4.14097223450717 3.67920524142991 3.7029553735725 4.32386138468563 3.66140937854918 3.92855885255859 3.73015822792248 3.82699162518681 3.92736607258988 3.95222179840541 3.67609961072543
"NME9" 2.28145477989948 2.54543646070489 2.56026325613389 1.84517371439629 2.84671802173408 2.95591182668847 2.43338234326415 2.99341527866177 2.35428227436631 2.46489103756155 2.3523035354683 2.20999588938584 2.5058635696324 3.11998664882685 2.31065051710612 2.04540721193505 2.36073011720302 2.72487084447562
"TNFRSF11B" 2.16685227717144 1.71532723932824 2.77153837145893 2.17411080171253 1.90100595985719 2.6378409813661 2.26872452598075 2.01877319406097 2.05562656444055 1.82273343054843 2.07183208673001 2.01902846733154 2.21414912781735 2.49973607924743 2.24606177643377 2.18659698179883 2.36549433985785 1.95355988908232
"AMPD3" 3.94726604808797 3.78745408809609 4.08966800997659 3.9113214608865 4.64563713430827 4.28594966824056 4.35941194765807 5.06620474753652 5.09231070263219 5.59158636594532 5.11253764918507 5.41015535518042 5.09907894982415 4.490233440435 5.32493941344893 5.7321403977923 5.19234630307799 5.0314432800692
"BDH1" 5.98728752617491 5.31930367401421 5.74855167857886 5.70942950892921 5.86843544023899 5.60010146106467 5.42282455303674 6.31103364758295 5.5794136145648 5.75035131085427 6.18154499058825 5.52452494164678 5.494004999712 5.48867724518719 5.72400543783589 5.48196695152103 5.66717068280588 5.86312475001031
"UQCRC1" 8.28357533805871 7.95069125021594 7.88591572278868 8.57535396254099 7.98532146709176 9.31487968386152 8.63274068890324 8.52598502817794 8.4333754166268 8.40332360057117 8.90414416813167 8.06805754776747 9.30092494702074 8.46498407396254 8.50186583296717 8.40126636609832 8.67878247888655 8.65111248684382
"ENOSF1" 3.10631314467985 3.06634203421449 3.23659028226031 2.97507895209209 3.61611638336151 2.85592842727378 3.12672506827661 3.70288533280331 3.39922241431934 3.31626716670269 3.38888836881123 3.10591325357354 3.55745373788918 3.00186546210695 3.45505493609453 3.67009038271421 4.0262350120004 3.63407505503271
"OR51E1" 3.01748489467189 2.32149181382791 3.16823442612435 2.18517453712003 3.64938096691657 1.99625144622312 2.48174162937335 2.46003850788565 2.80567524544091 2.35285190490413 2.77055515558427 2.64250430697681 2.06789044422255 2.51378158103737 2.58958444183479 2.37767077776499 2.41192309118003 2.1147772216548
"LOC100133920" 2.0576587216785 2.13450596063566 2.18826003949247 2.26687158052091 2.20543936748294 2.27592366063646 2.42421142132187 1.75412104080945 2.23042174305253 1.94347203812419 2.11092358217386 1.89423288987017 2.17918942782072 2.38900052725006 2.38635957141366 2.17724871826311 2.24213942373863 2.09155253677445
"GLYCTK" 3.03317465990369 3.33600373666531 3.5836690346576 2.9582639959208 3.15196281410377 3.28864381726167 3.73829906445428 2.75939733533523 2.871004346723 3.53529623051858 3.18991544054617 3.15296719488933 3.16051374278061 3.03415537808916 3.33829154492283 2.87250643407575 2.94499934408948 2.93921484415952
"NPDC1" 8.49342682211867 7.91928440883167 7.82748817558979 8.04611087579918 7.61212656478325 7.36339021080936 7.46010371100734 7.71286670766485 7.4441776069508 7.8790949933668 7.51792704482774 7.94211674031554 7.73769228289915 7.52989227613168 7.99079327087851 7.90164180276634 8.36399730593286 7.61821649064172
"GJB2" 2.59278462558773 2.42959540727226 3.1013142689011 2.69198953322239 2.95399032754159 2.60213637318802 2.20511931512656 2.44805837366309 2.78621699542773 2.61529771668457 2.96690722556479 1.78302961247623 5.40555610983527 2.14178003144064 2.60525141248242 2.48254402089454 2.16699478317698 2.39021048731204
"EDA" 2.23386032036751 2.39069409595242 2.31297247823099 2.79208848350168 2.74983969183812 2.41309617218108 2.29334820523565 2.34782710004669 2.27035730004627 2.0486321130417 1.97234826410708 2.27784648293929 2.0647595104057 2.61164207846978 2.90111851957402 2.49649681798743 2.43563174691419 2.17048223706432
"PIK3CD" 4.05077889023776 3.96543993397829 4.45215613410437 4.3078574760157 4.44938092995835 3.97322137866181 4.18640827496759 3.84139485038492 4.78715968447058 4.48010054052589 4.15258562450951 4.3547992561796 4.77240591949308 4.67805007851771 4.37367887566089 4.33845167086954 4.82894413516206 4.89285845758069
"UBE2D2" 7.04258892953566 6.95640135408742 6.77463340798393 7.03582208056525 6.87697382822318 6.85315531095578 6.855496494314 6.9212199703468 7.75136386107463 7.22741806155745 7.4871358169148 7.05426774967982 7.3737300863065 7.26212757793346 7.24963777422124 7.65810547477429 7.46932768337522 7.70148499705748
