"ID1" "ID2" "ID3" "ID4" "ID5" "ID6" "ID7" "ID8" "ID9" "ID10" "ID11" "ID12" "ID13" "ID14" "ID15" "ID16" "ID17" "ID18"
"N6AMT2" 4.617843 4.641545 4.181707 4.513769 4.688597 4.303315 4.445697 4.874422 4.736662 4.652616 4.894243 4.784461 4.685194 4.741215 4.627089 4.580104 4.811637 4.43358
"CXorf24" 2.126615 3.061758 2.995623 2.806682 2.532626 2.796868 2.594488 2.851677 2.545477 2.778164 2.874353 2.904995 2.293272 2.433875 2.355738 2.270374 2.685936 2.632139
"LOC400043" 2.210259 2.237465 2.000015 2.158529 2.082853 2.398574 2.399186 2.293751 2.298613 2.275074 2.507241 2.347716 2.441644 2.470547 2.331845 2.202924 2.624568 2.3168
"SNRNP48" 2.922266 3.009823 3.506668 3.225643 3.137704 3.586632 2.948942 2.887928 2.667242 2.945697 2.903224 2.744373 2.716253 2.837215 2.667464 2.847895 2.793949 3.005993
"SPATA13" 4.538496 4.608577 4.670688 4.271461 4.504536 4.316519 4.468071 4.649554 4.712707 4.726651 4.097265 4.67328 4.306305 4.130383 4.571689 4.652772 4.393306 4.36197
"MPST" 4.634594 4.528253 4.998778 4.253764 4.90595 4.400759 4.389139 4.657975 4.357933 4.430738 4.533103 4.406297 4.461938 4.706532 4.415065 4.644371 4.386048 4.404674
"MGC40069" 1.883509 2.152936 2.05407 1.805473 1.962875 1.784485 1.840753 2.088745 1.838242 1.887879 1.953026 1.883509 1.770945 1.837365 1.796148 1.776186 1.907312 1.822621
"EXOC8" 6.029315 6.416484 6.199968 6.400423 6.369878 5.819311 6.175339 6.181087 6.533915 5.937708 6.366077 6.194835 5.607347 6.094375 6.028115 5.873558 5.873615 6.370285
"TLR10" 2.098747 2.477995 2.200872 2.251008 2.2706 2.247296 2.184337 2.334319 2.285044 2.379864 2.339092 2.234615 2.327423 2.267397 2.397698 2.232743 2.571808 2.266942
"SLC25A51" 3.073153 2.816681 3.232347 2.983199 2.760555 3.088273 2.930395 2.934565 2.888921 2.927002 3.060735 2.98108 3.113077 3.134879 3.058665 2.966996 3.069347 2.967478
"FAM120B" 4.68302 4.766656 5.06246 4.639291 4.766703 4.540786 4.242233 4.449481 4.706718 4.405612 4.464847 4.645602 4.794966 4.357185 4.464824 4.486661 4.479258 4.770495
"CYFIP1" 7.790155 7.699401 7.533225 7.685094 7.392019 7.327535 7.383813 7.602509 7.725562 7.784848 7.478258 7.594577 7.315416 7.215403 7.286491 7.040726 7.728679 7.438709
"RPS10" 8.586915 8.808054 8.496717 8.430295 8.758366 8.372131 8.528899 8.695443 8.513948 8.721494 8.541381 8.611657 8.558406 8.490185 8.541747 8.584987 8.750218 8.478207
"APOPT1" 4.996375 5.462784 5.131643 5.129446 5.536242 5.595721 5.094332 5.193451 4.797964 5.050077 4.840306 4.982566 4.922139 4.896164 5.023588 5.114662 4.886687 5.055972
"MFSD10" 4.814408 5.465793 5.69218 5.302142 5.710975 5.124833 4.613101 5.006977 4.910709 5.301902 4.96994 4.906763 5.113197 4.47527 4.973289 4.361508 4.771242 4.615288
"RIPPLY2" 4.61325 4.003679 4.160939 4.64946 4.365364 4.21892 4.423174 4.541713 4.763563 5.027392 4.543843 4.67328 5.058397 4.607105 4.555617 4.81406 4.880217 5.006057
"TANK" 4.308272 4.549432 4.594285 4.178308 4.67648 4.634365 4.307541 4.467962 4.374984 4.337434 4.413621 4.883321 4.403727 4.223077 4.466438 4.407542 4.396353 4.470651
"MGC27345" 4.820959 4.208389 4.534453 4.713248 4.943999 4.470465 4.662028 4.680406 4.320808 4.25352 4.590279 4.601638 4.384478 4.278566 4.403478 4.302661 4.310351 4.576926
"URB1" 3.315552 2.645839 3.517957 3.328299 3.147769 3.248094 3.535505 3.54502 3.133701 3.165745 3.367097 3.400561 3.301819 3.388578 3.245359 3.279128 3.132524 3.110352
"LOC692247" 2.104676 3.133198 2.792002 2.4592 3.237692 2.342131 2.481772 2.3168 2.261873 2.351009 2.518478 2.622965 2.676907 2.516236 2.430608 2.100893 2.339224 2.234244
"GLS" 4.437331 4.522317 4.034329 4.285098 4.119426 4.613965 4.422867 4.398848 4.599418 4.624633 4.754352 4.642231 4.571411 4.564234 4.693328 4.544457 4.710343 4.892627
"MMRN2" 2.503719 2.300229 2.464005 2.418061 2.414518 2.335843 2.231672 2.381863 2.547119 2.410877 2.581551 2.385413 2.510328 2.7408 2.430504 2.694962 2.596168 2.539391
"LOC728537" 2.603126 2.543484 2.708413 2.668197 2.571459 2.446066 2.484882 2.533849 2.780105 2.596033 2.61397 2.566152 2.990905 2.327097 2.705953 2.337155 2.422226 2.526213
"MT1M" 4.642055 3.761298 5.128935 4.660053 4.799962 4.967033 4.751282 5.296537 3.945333 3.645328 3.972878 4.199637 2.889547 4.758128 3.151872 5.634182 5.119656 3.373306
"ATAD2B" 2.61612 3.100813 2.994668 2.829973 2.961894 3.274525 2.735573 2.566571 2.675446 2.509052 2.682692 2.461893 2.574082 2.436369 2.397353 2.435632 2.325703 2.487625
"SAMD14" 3.794649 3.768163 3.814348 3.713854 3.863568 3.382217 3.619528 3.46407 3.469673 3.514045 3.58614 3.324233 3.448918 3.562392 3.432664 3.521199 3.664563 3.4445
"MAP1A" 4.984584 4.760864 4.973442 5.33877 4.750028 5.114075 4.998221 5.016159 4.990946 5.300315 5.251033 4.819477 5.280223 5.125082 5.207742 5.380895 5.359838 5.226317
"MOGAT3" 1.953993 1.94112 1.928858 2.089247 2.215688 1.942744 1.803139 2.011989 2.04832 2.087822 2.02837 2.166134 2.038935 1.978428 1.80031 2.08241 1.847796 1.959345
"LOC100506229" 1.941227 1.892985 1.791514 1.935482 1.772351 1.776865 1.89987 1.992809 1.798856 1.876223 2.034033 1.966472 2.129255 1.853208 1.931027 1.684275 1.953604 1.809654
"MS4A1" 1.987217 1.727824 1.865325 1.975778 1.847153 1.6943 1.74066 1.785503 1.779269 1.754547 1.753823 1.94067 1.935448 1.85198 1.985366 2.080781 1.830997 1.920975
"KXD1" 3.451885 3.417712 3.429749 3.56786 3.513028 3.285957 3.570716 3.49569 3.466321 3.516715 3.440165 3.339094 3.557026 3.338457 3.488282 3.544226 3.552978 3.471113
"VMP1" 2.713954 2.561073 2.607817 2.32541 2.281701 2.387069 2.290491 2.460534 2.469232 2.450909 2.642547 2.56372 2.788679 2.417115 2.275095 2.872069 2.315209 2.352523
"PCIF1" 3.513719 3.273383 3.27996 3.354671 3.264689 3.275817 3.390375 3.306771 3.525573 3.449766 3.429112 3.589442 3.427136 3.518453 3.391424 3.548792 3.520544 3.388138
"MKKS" 5.950858 5.569286 5.278967 6.017822 5.89216 6.064602 6.096086 5.905771 6.567126 6.408569 6.441708 6.632903 6.245242 6.423535 6.52803 6.451042 6.434073 6.281422
"ANKRD12" 6.509539 6.329281 6.105942 6.38716 6.839596 6.208884 6.291227 6.185984 6.081124 6.091999 6.319589 6.285342 5.62675 5.855513 6.003799 6.344725 5.764884 6.05911
"C19orf70" 6.610949 6.560433 6.140744 6.738894 6.369338 6.608824 6.614096 6.751475 6.976231 6.96011 6.858797 6.532948 6.981526 6.877162 6.996922 6.849288 7.083805 6.892755
"TPRN" 3.66971 4.112428 4.228584 4.105134 4.038862 3.612923 4.009924 4.257168 3.938539 4.215036 4.126156 4.010634 3.88102 3.974826 4.188123 4.037748 4.097909 3.995193
"RPS6KA6" 3.16825 3.525856 3.427439 3.084381 3.487978 3.145134 3.463795 3.247653 3.326717 3.232918 3.333784 3.194565 2.907084 3.113249 3.210609 3.109602 3.033895 3.243784
"PARG" 5.288362 5.185579 4.910188 5.226838 4.828359 5.364725 5.36712 5.23847 5.398521 5.5589 5.417465 5.183546 5.42752 5.396314 5.470873 5.262262 5.379479 5.626616
"GRM2" 3.959866 3.929601 4.127703 3.961022 4.068619 4.006056 4.173314 3.997202 4.187515 4.402986 4.311307 3.853201 4.602294 4.353382 4.951241 4.403998 4.01055 4.718099
"GCK" 3.772494 3.100898 3.384215 2.89343 3.996596 2.839096 3.020742 3.952638 3.314366 3.01252 3.132279 3.457627 2.864484 3.10179 2.902796 2.90325 3.339586 2.432028
"ANKRD16" 3.743281 3.338253 2.903862 3.375855 3.567275 3.522747 3.334336 3.866577 3.097583 3.650288 3.977678 3.595233 3.260448 3.659825 3.572762 3.666815 3.385468 3.671657
"STXBP2" 2.700345 2.768877 3.014729 2.840241 3.00756 2.743103 2.765088 3.151844 2.864484 3.168438 2.919909 2.870316 3.470115 2.653659 3.176151 2.91202 3.104284 3.202252
"SLC30A3" 6.482384 6.375538 6.498186 6.822601 6.234002 6.176052 6.721954 6.864653 6.743617 6.861085 6.747088 6.304959 6.635285 6.685708 6.624026 5.995983 6.363688 6.424904
"TRMT11" 5.244382 5.052355 4.688989 4.634284 5.027514 5.267239 5.13408 5.150734 5.316443 5.16511 5.258853 5.335581 4.930764 5.400512 5.368328 5.64774 5.443237 5.87014
"CCDC80" 2.899589 2.842236 3.23234 2.832459 2.743331 2.834377 2.821006 3.042513 2.625679 2.55822 2.591503 2.681394 2.84587 2.703219 2.522324 2.729572 2.562102 2.674624
"DAGLB" 3.630209 3.659545 3.500136 3.598682 3.689817 3.907827 3.810273 3.916437 3.920739 4.063384 3.951553 3.919785 3.7301 3.661216 3.801594 3.857024 3.833919 4.371584
"ARL8A" 6.598318 6.691469 6.854584 6.681905 6.671432 6.299987 6.598201 6.47772 6.476366 6.534805 6.460263 6.308614 6.593071 6.316833 6.590869 6.129312 6.419345 6.121464
"G6PC2" 2.617188 2.29628 2.583225 2.695178 2.802889 2.479235 2.654076 2.522968 2.317079 2.390967 2.494902 2.32331 2.562872 2.716439 2.591577 2.886116 2.545065 2.665887
"SESN3" 3.398104 3.436862 3.192666 3.230831 3.299274 3.794147 3.795244 3.28935 3.548825 3.238178 3.32448 3.492505 3.366856 3.616585 3.329423 3.585206 3.579052 3.602097
"HBQ1" 3.108169 3.971519 3.793638 3.966459 4.487586 3.477252 3.711214 3.772345 3.928176 3.703841 3.552544 3.414727 3.921741 3.950151 3.578992 3.791124 3.731819 3.203325
"CEP44" 2.81967 2.942866 2.762294 2.828342 2.938292 2.601821 2.770103 2.541528 2.707504 2.594865 2.590381 2.973968 2.609214 2.695813 2.743942 2.686561 2.817968 2.862054
"GABRR2" 3.200872 2.970627 3.043181 3.018615 2.880536 2.916198 2.840777 3.196334 3.316769 3.021669 2.973584 3.34149 3.292745 3.11219 2.958621 3.115075 3.178686 2.912171
"ACAA2" 4.941251 4.489619 4.712529 4.404112 4.4566 4.559605 4.642714 5.025847 4.646376 4.048934 4.057284 4.228058 4.279783 4.812685 4.257133 4.595094 4.690467 3.993096
"IGSF10" 3.741392 3.422365 3.331509 3.2844 3.823658 3.783989 3.996095 3.992036 3.641027 3.895395 3.854088 3.923268 4.040015 3.550124 3.764909 3.89743 3.74621 3.782898
"LMTK2" 3.829664 3.814154 3.737494 3.714581 3.693969 3.900096 4.056841 3.816854 3.985461 3.95396 4.145359 3.970452 3.960064 3.806723 3.93727 3.775749 3.605252 4.219342
"OCIAD2" 6.056872 6.374008 5.750584 6.229414 6.432728 6.174211 5.484801 5.937372 6.306299 6.699671 6.150484 6.084657 6.578141 6.23329 6.686884 6.227736 6.44325 6.759905
"CRMP1" 9.899577 10.094796 10.022927 10.228257 10.051817 9.568934 9.8016 9.725083 9.762936 9.764982 9.566835 9.509535 9.558852 9.314808 9.410415 8.98505 9.293263 8.850996
"NEDD9" 2.35431 2.58404 2.920826 2.424378 2.714269 3.230732 2.71308 2.626539 2.446202 2.558829 2.510872 2.486017 2.489694 2.634362 2.788907 3.23944 2.751647 2.88594
"MANEAL" 5.174198 5.251471 5.309014 5.542911 5.066495 5.26969 5.036051 4.880127 5.485539 5.575322 5.287503 5.122556 5.182429 4.564111 5.017088 4.628204 5.250122 4.862447
"IFNA2" 1.678466 1.770575 1.695525 1.698536 1.730769 1.682084 1.782519 1.763383 1.752665 1.65355 1.71324 1.544365 1.757237 2.043814 1.620681 1.767437 1.852499 1.758561
"KIFC3" 3.199747 3.228118 3.523421 3.356738 3.309271 3.334461 3.20932 3.224647 3.346233 3.154046 3.268248 2.998481 3.29708 2.898641 3.187399 2.924908 3.191536 3.17443
"ZNF333" 2.454609 2.431863 2.403401 2.320698 2.432685 2.33398 2.251843 2.32337 2.364174 2.379214 2.423989 2.499417 2.390573 2.240983 2.281074 2.189196 2.329539 2.424608
"ZNF28" 2.033486 1.81219 2.002444 1.794523 1.721095 1.672442 1.905254 1.667494 1.90842 1.769129 1.782568 1.7754 1.699499 1.971635 1.7754 1.810206 2.08759 1.704449
"ANKRD22" 2.404939 2.613678 2.592125 2.326536 2.503132 2.522712 2.462853 2.423662 2.480862 2.371865 2.34374 2.187165 2.489696 2.486019 2.510013 2.696317 2.629454 2.491588
"ZFR" 6.369056 6.69706 5.866855 6.807931 6.367877 6.562693 6.112892 6.503435 6.546095 6.566371 6.610624 6.403477 6.493362 6.587125 6.199064 6.601251 6.760383 6.723041
"TRIM33" 5.37544 5.433353 5.572393 5.373564 5.384569 5.591899 5.541926 5.332565 5.267223 5.358529 5.35345 5.388325 5.153555 5.402688 5.431997 5.499642 5.322039 5.436576
"RIMS3" 5.366949 5.18731 5.223993 5.384241 5.173413 5.265679 5.401697 5.098861 5.515232 5.69907 5.551935 5.318323 5.6882 5.796075 5.711581 5.750153 5.831118 5.764814
"ZNF595" 2.156543 2.104309 1.985339 1.753932 2.363193 1.842104 1.961088 2.01775 2.048905 2.156453 2.160345 1.967564 1.812306 1.988551 2.071058 2.114688 1.977995 2.132456
"PML" 2.711349 2.892723 2.923052 2.784519 2.731741 2.832618 2.946103 2.738332 2.854066 2.871695 2.833947 2.974278 2.83731 2.872625 2.759761 2.759581 2.866562 2.749881
"MED27" 5.025948 5.112684 4.790887 5.11788 5.006663 5.335971 5.052708 5.149302 5.193092 5.313992 5.179786 5.075204 5.191857 4.88662 5.229343 4.979528 4.984927 5.301187
"PARP14" 3.155918 3.040844 3.04924 2.91565 2.91855 2.728912 3.045641 3.141204 2.758255 2.979361 2.999322 3.038939 2.808814 3.203526 2.942377 3.122697 3.123219 2.813347
"ZNF700" 3.163336 3.579218 3.211342 2.754043 3.67803 3.476459 2.988171 3.327151 3.135824 2.960731 2.926038 3.14371 3.267074 2.634183 2.965388 2.614383 2.982745 2.745111
"PLXNA1" 6.412425 6.851219 7.095925 6.75024 7.031747 6.27719 6.745927 6.358423 6.547133 6.514849 6.319151 6.420528 6.272952 6.315258 6.21844 5.958371 6.191322 5.829478
"CBLL1" 3.534991 3.78015 3.794343 3.616874 3.839442 3.783925 3.782198 3.993659 3.899351 3.648097 3.937968 3.60916 3.592045 3.85274 3.711389 3.83312 3.685193 3.732099
"ERG" 2.202583 2.327223 2.408392 2.186207 2.16677 2.171278 2.115999 2.261519 2.178695 2.24722 2.280563 2.177253 2.312863 2.372598 2.300467 2.285359 2.329474 2.18874
"ZBTB6" 2.661612 2.733986 2.390898 2.277912 2.417754 2.571873 2.608217 2.654381 2.242337 2.271276 2.499969 2.330905 2.03774 2.398397 2.219157 2.115154 2.163748 2.15961
"DVL2" 4.125005 3.531582 4.160576 3.968872 4.18131 3.866977 3.91611 4.4041 4.081621 3.747165 3.922742 4.003714 3.942529 4.24613 3.881996 4.024065 4.03753 4.094886
"ZNF626" 3.039973 3.13374 3.089489 3.19576 3.109115 3.131091 3.083732 2.908724 2.918827 2.95149 2.877118 2.996434 2.933872 3.103551 3.028769 3.003266 2.79963 2.901305
"ZSCAN2" 2.789193 3.330923 2.953906 3.067806 3.00756 2.957766 2.75056 3.057221 2.860747 3.02463 3.027578 2.691795 2.814224 2.733577 2.716668 2.826092 2.603126 2.983812
"DOT1L" 3.007632 3.332716 3.42352 3.024148 3.220888 3.03761 2.777597 2.898018 2.94122 3.081007 2.924166 2.711111 3.066155 2.773531 2.914296 2.718105 2.816677 3.024396
"CUL4B" 4.616956 4.84547 4.280222 4.484609 4.263519 4.572463 4.750557 4.64964 4.860442 4.762985 5.001017 4.807853 4.755181 4.405767 4.679099 4.48548 4.732964 5.0174
"TRIM14" 3.116454 3.17675 3.265264 3.089543 3.363374 3.012299 3.031086 3.246382 2.989781 3.006931 3.143037 3.298825 3.232513 3.295505 3.201911 3.298307 3.314163 3.298263
"ZNF527" 2.751051 2.448347 2.451963 2.510102 2.513702 2.402022 2.551183 2.735072 2.491373 2.542151 2.764655 2.817238 2.712617 2.550815 2.428632 2.55927 2.446654 2.738591
"SIRT6" 3.993881 3.714486 3.949839 3.744057 3.814468 3.933259 3.808949 3.947609 3.82069 3.901941 4.028033 3.846636 4.077284 3.878682 4.005299 3.928866 3.72996 3.922703
"DZIP1L" 2.761494 2.652435 2.757862 2.558924 2.500672 2.303402 2.974627 2.819842 2.57463 2.42195 2.331422 2.433245 2.824563 3.205243 2.540245 2.798025 2.824253 2.600184
"GAS7" 6.830278 6.655259 5.875217 6.775252 6.320876 6.982165 7.253388 7.063259 7.38257 7.299709 7.685928 7.626166 7.363901 7.437915 7.250443 7.336564 7.290105 7.811225
"ZNF264" 4.408706 4.473396 4.591918 4.322396 4.489717 4.623159 4.54859 4.540851 4.336818 4.326855 4.396523 4.318032 4.274776 4.04135 4.459034 4.171101 4.290393 4.488617
"ESX1" 2.016787 1.954366 2.043925 2.187893 2.088291 1.921805 1.943198 1.991125 1.974566 2.0706 2.095508 2.002803 2.004875 1.979189 1.930987 1.910152 1.841161 1.871847
"TFE3" 5.923113 5.800826 6.190003 6.170586 5.722519 5.949957 6.106325 6.292068 6.229135 6.187006 6.314994 5.881012 6.180795 6.296128 6.277605 6.280563 6.467277 6.068774
"ZNF175" 4.970958 5.505837 5.27589 4.95627 4.804192 5.298855 4.982291 4.928145 4.954333 4.850566 4.996696 4.830989 4.910316 5.029052 4.992477 4.872641 4.917094 5.198593
"ASH1L" 5.708753 5.765805 5.892533 5.823881 5.850007 5.850094 5.748126 5.941584 5.965542 5.740406 5.887355 5.826073 5.947722 5.940154 5.962512 5.987405 5.897706 5.948597
"TRIM22" 3.762329 4.531737 4.634555 3.322873 5.294797 2.889416 4.111338 3.559659 3.83677 4.024077 3.668815 3.928515 3.963416 3.498138 4.019857 3.272893 4.338337 3.999894
"GLIS2" 4.40313 4.754538 4.531428 4.278135 5.322202 4.34426 4.416777 4.964459 4.544755 4.322525 3.97706 4.315937 4.080595 4.060753 3.828515 4.165487 4.212006 3.98689
"ZNF121" 6.581673 6.777004 7.023732 6.83086 6.69722 7.009883 6.639592 6.639409 6.314375 6.203014 6.458475 6.529964 5.885682 6.177092 6.27904 6.234908 5.951661 6.310541
"MYBBP1A" 3.193251 3.012684 3.356661 3.338698 3.274987 3.215552 3.095707 3.263623 3.430351 3.567906 3.100761 3.378642 3.396762 3.187173 3.476464 3.332737 3.727429 3.68659
"OTP" 1.918601 1.990406 1.8212 1.981107 1.999998 2.004644 1.897268 2.045377 1.92966 1.894446 1.986016 2.10488 1.966162 2.038305 1.99759 2.144971 1.982645 1.954795
"TULP3" 4.110598 4.292164 4.204271 4.324461 4.196381 4.334949 4.303315 4.362277 4.059342 3.880705 3.83294 4.033849 3.800571 4.216403 3.89031 4.03196 4.241422 3.76303
"EBF3" 2.068818 1.980214 2.19145 1.896613 2.137205 1.988905 2.135323 2.012323 2.037756 2.037053 1.992397 2.167947 2.074267 2.047072 1.956546 2.057678 1.905406 2.211796
"EZH1" 3.89846 3.787183 3.910136 4.066166 3.86504 3.979263 3.973875 3.988977 3.896432 3.941364 3.937988 3.889293 3.914633 3.935782 3.923893 3.907598 4.026778 4.043811
"DMAP1" 5.404006 5.54426 5.23707 5.365246 5.627543 5.314934 5.20134 4.964459 5.655402 5.614112 5.627762 5.330106 5.736677 5.47805 5.613701 5.334121 5.855139 6.204638
"MYNN" 2.775162 2.775482 2.634246 2.624134 2.692907 3.071074 2.883561 2.863331 2.89928 2.774708 2.874261 2.798293 2.669995 2.766944 2.840436 2.770319 2.637924 2.89556
"GMEB1" 3.188333 3.628605 3.463891 3.567463 3.463254 3.179554 3.452497 3.717221 3.560102 3.321371 3.206147 3.372107 3.349131 3.422525 3.331787 3.40348 3.114656 3.546526
