"ID1" "ID2" "ID3" "ID4" "ID5" "ID6" "ID7" "ID8" "ID9" "ID10" "ID11" "ID12" "ID13" "ID14" "ID15" "ID16" "ID17" "ID18"
"ZNF622" 5.273785 5.219923 4.85764 5.258227 5.019579 5.385504 5.38337 5.124304 5.312282 5.554059 5.438631 5.418968 5.426971 5.377273 5.432504 5.345172 5.517696 5.455297
"MGMT" 3.04723 2.974834 3.135782 3.426307 3.582678 3.03917 3.503213 3.593163 3.691812 3.372368 3.222875 3.191777 3.857879 3.586654 3.498875 3.384306 3.538166 3.366995
"FRY" 5.041565 5.294449 4.844421 4.875529 5.257043 4.905845 4.808826 4.953764 4.963722 5.096791 5.115879 5.293245 4.85254 4.702998 5.044406 4.623729 4.800555 4.951631
"EGLN3" 2.67894 2.543412 2.856209 2.600142 2.434234 2.514939 2.472023 2.721061 2.61524 2.557379 2.428741 2.451854 2.459297 2.72506 2.33528 2.823889 2.655625 2.533263
"SAP30" 3.400656 3.803056 3.898859 3.608375 3.475768 4.06359 3.472185 3.946091 3.819245 3.708629 3.779726 3.893956 3.727022 3.888918 3.999865 3.763596 3.972068 4.063913
"ZNF207" 5.179602 5.282601 5.365479 5.178757 5.354257 5.039828 5.242978 5.141819 5.051784 4.916781 5.085673 5.29015 4.907837 4.909988 4.928735 4.927387 4.886396 5.146522
"ZNF404" 2.102707 2.529598 2.530736 2.671415 2.424762 2.826098 2.691615 2.222724 2.586134 2.298239 2.450852 2.466213 2.276654 2.302724 1.960551 2.865457 2.328828 2.537865
"CHD6" 3.443213 3.43357 3.570143 3.183208 3.468186 3.571826 3.412199 3.621115 3.340021 3.276535 3.471313 3.481608 3.417079 3.557088 3.42581 3.482795 3.571048 3.675552
"SUV420H1" 6.238753 6.231605 6.129479 6.054003 6.264686 5.830232 5.928915 6.018114 5.635213 5.739578 5.774939 6.046188 5.450468 5.472204 5.520416 5.444341 5.51523 5.719988
"ZNF551" 2.725019 3.0449 2.862235 2.750586 3.166054 2.661675 2.661233 2.86059 2.626863 2.687124 2.728486 2.833566 2.754263 2.646642 2.690531 2.653245 2.485911 2.80644
"POLR1A" 3.520822 3.366161 3.312849 3.520644 3.559598 3.165255 3.311964 3.407557 3.239433 3.283937 3.551062 3.564444 3.46049 3.13193 3.320436 3.160584 3.242556 3.31808
"SF3A3" 4.992498 4.653833 5.206066 4.831285 4.909566 4.66495 5.209585 5.107538 4.847242 4.875728 4.78183 4.67328 4.5766 4.836837 4.827606 4.553909 4.831897 4.982168
"HNRNPR" 6.951077 6.982406 6.823513 6.930888 7.170345 6.732533 6.656673 6.621564 6.796573 6.741767 6.652804 6.923735 6.493219 6.616746 6.459566 6.496665 6.53111 6.631068
"ZNF385D" 5.664556 5.47926 4.355499 5.866695 5.115996 5.734255 5.307258 5.428915 5.388653 5.399673 5.558273 5.684469 5.151982 5.552103 5.16116 6.021386 5.689967 5.636492
"ZNF584" 3.540613 4.207067 3.836077 3.794671 3.897606 4.680365 3.829412 3.858362 4.506958 4.005223 4.05318 3.299095 4.071358 4.146187 4.39663 3.949387 4.090943 4.027007
"KLF13" 6.602914 6.63537 7.039415 6.980965 5.86254 6.712217 6.584544 6.768779 7.023663 6.995809 6.929266 6.33058 6.679126 6.535174 6.589984 6.365199 6.607262 6.921597
"ZNF552" 2.410823 2.973814 2.705212 2.523505 2.439088 2.636611 2.731682 2.734705 2.650477 2.489121 2.722422 2.923726 2.785179 2.830359 2.599778 2.573931 2.611949 2.578665
"SALL2" 6.541413 6.74192 6.669816 6.740439 6.421025 6.460711 6.61014 6.808772 6.333788 6.257853 6.312751 6.395987 6.047611 6.634734 5.90408 6.414882 6.432278 5.84884
"MTDH" 6.103859 5.695021 5.81366 5.918145 5.893538 5.720596 5.800512 5.923565 5.885274 6.013526 6.0619 5.932482 5.877628 6.070843 6.173032 5.914804 5.979242 6.307814
"PKNOX1" 3.714845 3.847576 3.827133 3.750613 3.773376 3.873808 3.702111 3.594803 3.70063 3.558837 3.622331 3.839941 3.546486 3.508403 3.53614 3.652514 3.652852 3.699315
"ATF6B" 2.488037 2.429128 2.399466 2.51655 2.583165 2.591966 2.472865 2.615928 2.410907 2.539597 2.511042 2.395767 2.476226 2.604625 2.494591 2.567525 2.585452 2.569104
"ETV5" 4.877563 4.968065 5.123658 5.374888 5.165266 5.137135 5.393726 5.155706 5.143082 5.535699 5.215399 5.213493 5.484752 4.984133 5.384989 5.133006 5.090503 5.668545
"PEG3" 8.308557 8.092191 7.866795 8.481901 7.739826 8.960965 8.503415 8.393601 8.514496 8.664648 8.776846 8.601306 8.89412 8.846601 9.019725 8.79111 9.067053 9.199469
"ZNF398" 4.660589 4.692366 4.579048 4.588908 4.437079 4.23295 4.645107 4.670982 4.441621 4.515193 4.709599 4.454053 4.313635 4.445509 4.438011 4.263855 4.204237 4.782748
"ZNF610" 3.693235 3.473999 3.932234 3.595233 4.073414 3.762964 3.565668 4.206537 3.285844 3.617453 3.87983 3.522854 3.003701 3.631156 3.688415 3.65029 3.854099 3.604768
"SETDB2" 2.580689 2.539941 2.396145 2.535794 2.656835 2.398429 2.536065 2.53198 2.278561 2.493838 2.55774 2.433423 2.326116 2.512448 2.358992 2.499903 2.428976 2.376669
"SOX8" 6.359792 6.261102 7.483841 6.46071 6.022466 6.381408 6.78811 6.40723 7.075135 6.37526 6.728453 6.734836 6.641026 6.044312 7.148768 6.67109 6.834893 6.750939
"YOD1" 3.599097 3.327809 3.396612 3.601615 3.234638 3.472829 3.540949 3.600795 3.262918 3.543146 3.593716 3.353513 3.328702 3.597793 3.597683 3.668394 3.520913 3.890472
"SLC22A4" 2.603537 2.658585 2.445993 2.541208 2.325094 2.209834 2.399186 2.459337 2.32612 2.304944 2.761184 2.457625 2.226649 2.637607 2.351647 2.858355 2.468895 2.480565
"DLX1" 5.513594 5.276677 4.977522 5.420284 5.539544 4.747404 5.393841 5.447282 5.055093 5.055587 5.100792 5.172869 4.728759 5.325245 4.924661 4.986762 4.938955 4.821276
"ZNF239" 4.258097 5.011722 4.629493 4.258063 4.250305 4.810468 4.65424 4.456745 4.180906 4.940849 4.908653 4.519236 4.502385 4.61405 4.540099 4.156796 4.515673 4.508292
"ZDHHC1" 2.212444 2.3534 2.381677 2.173039 2.415872 2.192634 2.457427 2.399201 2.182491 2.354483 2.33323 2.295054 2.277286 2.54313 2.406263 2.316185 2.157173 2.266548
"ZNF236" 3.314718 3.766833 3.660078 3.336643 3.498346 3.742727 3.46918 3.561213 3.426708 3.652988 3.377025 3.168981 3.396495 3.461118 3.574709 3.260273 3.416192 3.579281
"ZMYM6" 2.401674 2.284375 2.294748 2.291107 2.298906 2.351112 2.268355 2.396247 2.3992 2.298933 2.345878 2.422843 2.380493 2.256037 2.262694 2.319757 2.326372 2.38569
"ZNF704" 5.034186 4.98217 4.800666 4.969151 4.737706 4.443656 4.611975 4.869885 4.595036 4.57903 4.834953 4.605359 4.221845 4.507486 4.251746 4.308164 4.217926 4.434623
"TAF5" 3.221446 3.188856 3.479679 3.326048 3.540249 3.661772 3.397609 3.516019 3.410245 3.228984 3.305512 3.459825 3.105635 3.267232 3.220912 3.018395 3.535296 3.823552
"ZNF132" 2.234244 2.150958 2.160036 2.037192 2.190777 2.301954 2.138412 2.111292 2.013094 2.099011 2.083093 2.236131 2.110172 1.982831 2.15809 2.140505 2.400718 2.210996
"PDE8A" 4.631504 4.632115 4.893682 4.519697 4.60459 4.633574 4.618503 4.564759 4.792351 4.633206 4.856659 4.806987 4.576127 4.724669 4.971105 4.451167 4.603419 4.843574
"PAPOLB" 1.959 2.208772 1.949256 1.704724 1.887368 1.919714 2.198596 2.134862 1.796852 1.854569 1.828319 1.891166 1.859889 2.012588 1.917529 1.904877 2.004303 1.900032
"BRD4" 5.936348 5.907379 6.154384 6.077602 5.934418 5.878716 5.962698 5.678159 5.833319 5.974021 5.840835 5.543998 5.96176 5.827821 5.884298 5.76057 5.894451 5.791578
"HOXA2" 1.909401 1.923377 1.741061 1.900376 2.096835 1.930413 1.994023 1.846457 2.066107 1.837492 2.091254 2.197463 1.97637 2.086218 1.819884 1.651766 2.080602 2.092681
"LMCD1" 2.598606 2.527322 2.634112 2.467537 2.561288 2.506097 2.434381 2.491727 2.475357 2.491531 2.523998 2.547809 2.560609 2.453643 2.625092 2.445681 2.447935 2.486247
"KAT6B" 4.725804 4.808165 4.444462 4.682932 4.889562 4.376985 4.502326 4.536081 4.432035 4.057238 4.267802 4.518377 3.903355 4.291793 3.975571 4.35128 4.363704 4.358498
"HOXD10" 2.205283 2.230669 2.219012 2.278186 2.148871 2.458435 2.227491 2.243058 2.448696 2.168963 2.229022 1.925649 2.131077 2.22678 2.556052 2.398004 2.316534 2.253594
"NUFIP1" 3.423898 3.310718 3.627286 3.568321 3.40024 3.563993 3.333522 3.42264 3.40736 3.495021 3.644433 3.446291 3.436539 3.353932 3.370066 3.568718 3.337535 3.389337
"TRIM24" 4.772397 4.644385 4.964191 4.668934 4.9276 4.534029 4.650423 4.6404 4.511742 4.193465 4.459795 4.779079 4.124648 4.238419 4.055606 4.373752 4.081905 4.018796
"PNRC1" 6.704765 6.885942 6.974751 6.444613 6.407116 6.582929 6.693561 6.878767 6.780854 6.422569 6.683068 6.606059 6.854486 6.806317 6.975161 6.821584 7.177563 6.888625
"UPF1" 4.666728 5.31102 5.405807 4.894484 5.364057 5.133632 5.154872 5.059977 5.032273 4.903058 5.244417 4.711496 4.845325 5.008084 4.968522 4.669127 4.991968 5.070232
"RBBP7" 7.169612 7.23298 7.052669 7.210447 7.158749 7.254297 7.115978 7.304739 7.408626 7.344544 7.506058 7.410116 7.606107 7.268144 7.380161 7.164362 7.599965 7.537971
"BTBD11" 3.270765 3.367303 2.973084 3.645171 3.456309 3.759704 3.618444 3.828069 3.29358 3.801353 3.495368 3.176715 3.309699 3.868799 3.793213 3.701921 4.414489 4.10976
"ZNF677" 3.138267 3.492854 3.55738 3.138659 3.509577 3.124777 2.766916 3.255723 2.857006 2.629015 2.705481 2.869216 2.562907 2.529535 2.649606 2.689016 2.432301 2.683416
"ACAD8" 5.346635 5.213317 5.49501 5.110652 5.285001 5.858123 5.268224 5.473428 5.663973 5.770226 5.445316 5.18327 5.496348 5.252523 5.330433 5.130214 5.788282 5.655299
"BNC2" 2.441876 2.184861 2.143814 2.234986 2.383229 2.227897 2.199025 2.21994 2.31471 2.240908 2.377249 2.121066 2.435127 2.276303 2.280803 2.176308 2.199505 2.180774
"SMAD4" 3.184982 3.365781 3.470727 3.164559 3.328252 3.148054 3.328308 3.225311 3.07471 3.156502 3.119191 3.197316 3.017389 2.968567 3.160811 3.03935 2.99892 3.244467
"RNF41" 4.572845 4.328176 4.34796 4.49211 4.413364 4.472093 4.460511 4.453811 4.646537 4.553777 4.468675 4.532709 4.452651 4.459225 4.465708 4.44779 4.446467 4.550143
"SNRNP70" 5.185994 5.007203 4.906091 5.099852 5.52926 4.780105 4.841595 4.743035 4.813325 4.884178 4.885636 4.981928 4.879085 4.942217 4.803842 4.85404 4.917982 4.885472
"ZBTB47" 5.07703 4.766623 5.279676 5.221043 5.158784 4.823583 5.185177 5.342128 5.120363 5.126665 5.133915 4.870093 4.904934 4.970408 4.95188 5.030932 4.93322 5.032666
"GTF2IRD2" 3.803577 3.731481 2.934464 3.695606 3.739667 3.70466 3.659716 4.395119 3.969745 3.637415 3.814939 3.27033 3.919568 3.899265 3.653737 4.031509 4.033209 3.242897
"YAP1" 3.478509 3.651139 3.803776 3.026265 3.17454 3.485571 3.487107 3.834253 3.244757 2.669797 3.090827 3.008377 3.016127 3.296469 2.758624 3.211581 3.219848 2.851452
"ZNF100" 2.320674 2.153109 2.531284 2.551183 2.205292 2.067647 2.399186 2.347752 2.182377 2.483363 2.289255 2.529765 2.054665 2.457832 2.123653 2.072228 2.224868 2.219721
"NAA15" 3.368118 3.468567 3.380852 3.50851 3.475732 3.560875 3.312105 3.318584 3.243183 3.257211 3.441596 3.231193 3.194153 3.257854 3.235197 3.329357 3.174477 3.461431
"ZNF180" 3.876733 3.29979 3.088876 2.964572 3.354978 3.00327 3.166706 3.289281 3.246608 3.605674 3.378798 3.192418 3.046159 2.838614 2.996763 3.079953 3.27725 2.895352
"TCEAL2" 9.115881 9.101713 8.902477 9.092102 9.31193 9.059653 9.093509 8.943774 9.170127 9.322913 9.038535 9.098165 8.997102 8.934046 9.173951 8.992057 9.036051 9.121041
"ANKRD2" 2.294541 2.503774 2.669303 2.656813 2.717862 2.385074 2.652103 2.759741 2.589398 2.483512 2.412278 2.446962 2.864607 2.851835 2.909167 2.629524 2.826329 2.635512
"RBM7" 3.662822 3.864299 3.743468 3.474284 3.450103 3.592032 3.471745 3.713137 3.622952 3.564001 3.701731 3.476421 3.457224 3.502376 3.48514 3.406174 3.444202 3.61771
"CSRNP3" 7.207515 7.389992 7.085875 7.294775 7.357002 7.12194 7.05854 7.072543 6.839051 6.834331 7.024138 7.19142 6.628599 6.960222 6.965915 7.074643 6.795276 6.886549
"NKRF" 6.275693 6.38147 6.48408 6.526796 6.706704 7.887507 6.497334 6.378607 6.483583 6.589538 6.48089 6.302182 6.574051 6.456236 6.51516 6.530292 6.441598 6.635442
"ZNF581" 3.784565 4.061024 4.123645 3.590838 3.531223 3.788364 3.550228 3.490053 3.755281 3.656609 3.996126 3.809812 4.41045 3.311994 3.63406 3.619984 3.885603 3.662696
"TRIM21" 2.816259 2.329955 2.296456 2.203638 2.205715 2.426197 2.386046 2.644526 2.867416 2.35803 2.357065 2.488773 2.522754 2.646458 2.561495 2.655631 2.520212 2.603126
"ARHGAP35" 5.703908 5.93227 5.846411 6.284199 5.932052 5.574769 5.325806 5.455915 5.439925 5.589244 5.560849 5.52986 5.536372 5.234258 5.270095 5.429861 5.369322 5.277918
"ZNF124" 2.665742 2.657278 2.563087 2.772998 2.821853 2.918519 2.769329 2.734286 2.123788 2.757755 2.468652 2.917197 2.302757 2.744461 2.351676 2.629774 2.431173 2.360548
"RAD54B" 2.602598 2.590143 2.860224 2.652278 2.781724 3.768172 2.705936 3.284676 3.131 2.869918 2.967963 2.828748 2.816259 3.590535 3.274008 3.347298 3.466786 3.097943
"NOTCH3" 4.029378 4.2284 4.513332 3.988649 3.979617 3.378428 3.897699 4.450584 4.150866 3.940245 3.826983 4.3825 3.832031 4.075099 4.123802 4.508519 4.20552 3.729253
"CEBPB" 5.329653 5.472787 6.473178 5.443862 5.250608 6.858081 5.919969 5.846579 5.554774 6.474285 6.347299 5.054953 6.562734 6.145709 6.581858 6.996515 6.217602 7.178556
"ZYX" 4.380786 4.79958 5.088321 5.038492 4.964842 4.761292 4.261306 4.398301 4.562783 4.807321 4.635317 4.557561 4.897516 4.592909 4.907045 4.417166 4.834609 5.304642
"FBXO7" 5.083661 5.082551 5.172405 5.15764 5.01518 5.233607 5.235389 5.035782 5.351981 5.086157 5.144154 5.199705 5.264591 5.240277 5.261564 5.071146 5.279583 5.254072
"ZNF738" 3.304749 3.258596 3.544835 3.195924 3.269933 2.474253 3.016384 3.113451 2.670436 2.835464 2.78754 3.017042 2.462662 2.570267 2.742886 2.667883 2.681328 2.642851
"CNOT6" 5.215301 5.704137 5.359946 5.109656 5.372581 5.754455 5.100344 5.292507 5.274877 5.204734 5.155994 5.169038 4.58009 5.172084 5.094371 4.912624 4.732562 5.421917
"TBC1D10B" 4.776986 5.079487 4.842265 5.038176 4.718129 4.481663 4.79487 4.783806 5.025609 4.940118 4.97794 3.979696 4.908634 4.480304 4.943971 4.696237 5.31255 4.832835
"ZNF778" 2.161512 1.96921 2.006708 2.260309 2.251327 1.935721 2.256007 2.163746 2.014731 1.991327 1.966749 1.842753 1.806074 2.025683 1.885623 2.011179 2.093788 1.992714
"HIF1A" 8.741656 8.784515 8.953819 8.671735 8.706413 8.840467 8.63946 8.634489 8.450788 8.343843 8.424848 8.490715 8.293964 8.240966 8.289868 8.651016 7.979968 8.21758
"HES5" 4.570436 5.589252 5.6722 4.997882 4.718711 3.535232 4.780477 5.582015 4.19435 3.804682 3.783659 3.917412 3.426402 4.600486 3.799838 4.806893 3.903913 3.419525
"ZNF606" 3.917816 4.037017 3.968158 4.026777 3.977782 3.684087 3.527488 4.075946 3.435463 3.49153 3.558031 3.800988 3.360247 3.44126 3.317535 3.027805 3.527042 3.544966
"ZZZ3" 4.941269 5.20444 5.181427 4.931253 5.127769 5.552122 4.971873 5.125041 5.091393 4.941513 4.914873 5.007581 4.878149 4.894805 4.852544 4.753882 4.738937 4.954231
"PLAG1" 2.018949 2.200098 2.299268 1.910235 2.309189 2.214654 2.030107 2.580499 2.245965 2.05281 2.193955 2.407293 2.036824 2.404637 2.181342 2.378797 2.175008 2.439464
"ZMIZ2" 4.75756 4.818108 4.966665 4.786075 4.844179 4.761573 4.80888 4.807103 4.820289 4.95249 4.770159 4.551542 4.778873 4.763419 4.890705 4.727619 4.852435 4.714145
"GATA2" 2.788887 2.64652 2.801501 2.986289 2.4867 2.583238 2.795186 2.86785 2.750952 2.757496 2.877855 2.641766 2.983477 2.963022 2.974591 3.021725 3.160743 3.016762
"LMO3" 6.557435 6.782354 6.297624 6.369034 7.112725 6.256598 6.235423 6.38165 6.230724 6.434776 6.413614 6.763047 6.218717 6.479706 6.478774 6.314077 6.134261 5.813477
"TOPORS" 4.620378 4.706241 5.000031 5.048693 4.614064 6.213515 4.918795 4.768348 4.578391 4.324257 4.680052 4.107238 4.739318 4.733502 4.899784 4.762384 4.793372 4.721971
"PHF12" 3.005166 3.542815 4.508498 3.527936 3.443942 3.662568 3.414162 3.700479 3.250384 3.190685 3.234446 3.11276 2.953508 3.200998 3.259157 3.239505 3.244946 3.404437
"THAP9" 2.193428 2.091568 2.05349 2.013029 2.372919 2.09733 1.92172 2.145518 2.156002 1.98364 1.968441 2.029856 1.829503 2.142658 1.932745 2.349371 2.17672 2.071558
"ZNF311" 2.021395 2.142402 2.008993 1.946883 2.264554 2.010304 1.797141 2.096512 1.969008 2.06006 1.997376 1.921837 1.872636 1.871586 1.951049 1.873259 1.906637 1.95099
"GTF2I" 3.88972 3.632407 2.785616 3.082786 3.279218 3.392807 3.413933 3.266241 3.722631 3.376435 3.1271 3.846345 3.220158 3.094475 3.242946 3.208626 2.756683 3.26721
"ZFYVE20" 4.682656 4.549287 4.430263 4.58616 4.367186 4.477223 4.61503 4.647113 4.544051 4.592323 4.624619 4.859417 4.567057 4.476302 4.497951 4.719603 4.641479 4.549663
"BCL6" 5.682656 5.351253 5.53839 5.327629 5.293871 6.110814 5.520942 5.819291 5.273594 5.21103 5.336984 5.210976 5.00222 5.384228 5.021762 5.573711 4.716302 4.894425
"ZNF607" 2.814664 2.902699 2.998091 2.523555 2.551226 2.865448 3.013427 2.719155 2.86152 2.515076 2.308337 2.604256 2.461541 2.533718 2.644841 2.567461 2.667941 2.488515
"BATF2" 2.29477 2.668693 2.283915 2.507152 2.321815 2.173261 2.433094 2.204946 2.501154 2.363461 2.337485 2.021487 2.249351 2.53 2.202893 2.512162 2.372945 2.21297
"HCFC1" 4.102179 3.962038 4.115258 4.224999 3.986544 3.882844 4.035803 4.272846 4.072107 4.202179 4.170368 3.99036 4.147614 4.143969 4.165093 4.179412 4.284311 4.029726
"THAP8" 4.705779 4.133672 4.172623 4.313171 4.736114 3.627707 4.289065 4.45058 4.538818 4.19769 4.465738 4.290714 4.139368 4.416989 4.129586 4.184948 4.393971 3.978262
"ZNF490" 2.964606 2.406504 2.477605 2.830214 2.608911 2.71133 2.721389 3.02748 2.532022 2.697403 2.606093 2.825306 2.580073 2.992821 2.562527 2.427378 2.686469 2.688392
"ZNF492" 1.688932 1.972295 1.808134 1.730201 1.80153 1.791448 1.858682 1.661806 1.585086 1.729576 1.852582 1.873286 1.786923 1.811831 1.86914 1.839072 1.734504 1.826367
"NCOA3" 4.16152 4.148536 4.686618 4.36641 4.395261 4.383384 4.241348 4.354672 3.869527 4.098657 4.107808 4.236638 3.999968 3.64871 4.097665 3.908521 3.903931 4.729074
"NACC2" 4.937973 4.585202 5.111258 5.089575 4.671469 4.98425 4.879623 4.896613 4.570839 4.304377 4.265158 4.562758 4.328963 5.116383 4.667621 5.020011 4.972988 4.578638
"ZNF324B" 2.927395 2.966473 2.782675 2.840795 3.213801 2.884766 2.638085 2.887149 2.822587 2.87243 2.669728 2.783442 3.151872 2.836472 2.956291 2.857497 2.836335 2.902494
"ZBTB1" 2.801406 2.94184 2.929003 2.856547 3.095301 3.444711 2.732668 3.012498 2.952551 2.84527 2.920712 2.679515 2.769687 2.714119 2.983571 2.782888 2.753338 3.112912
"TRIM3" 3.65442 3.626412 3.826493 3.914379 3.81882 4.072749 3.822697 3.574387 3.887729 4.068058 4.033726 3.958343 3.971715 3.82568 3.988587 3.75756 3.815482 3.954752
"YEATS2" 4.956135 4.795611 4.967327 4.912983 5.053614 4.885017 4.891097 4.845987 4.869859 4.883778 4.879561 4.758806 4.820909 4.780123 4.891293 4.869171 4.764537 4.630335
"POU3F3" 4.706194 4.431631 4.696823 4.652247 4.452297 4.403639 4.721819 4.466674 4.292733 4.278297 4.388622 4.182322 4.22241 4.387515 4.143892 4.140466 4.051978 4.018006
"ING5" 3.630101 3.889797 3.848054 3.943097 4.079736 4.084704 3.829336 3.678818 3.669325 3.60767 3.700313 3.702057 3.63318 3.636801 3.578302 3.789801 3.65589 3.753416
"SETD2" 5.078187 5.183817 4.741132 5.347124 5.462194 5.070984 4.548889 4.722152 4.672225 4.948823 4.869144 4.918598 4.663983 4.824845 4.555533 4.903175 4.69278 4.6592
"ZNF682" 3.151643 3.407211 3.155287 3.102016 3.736143 3.392791 3.092597 3.328296 3.537678 3.353401 3.453182 3.670116 3.159087 3.578169 3.259649 3.194596 3.114885 3.711772
"TADA2B" 5.525607 5.394108 5.860953 5.306339 5.524942 5.209932 5.29119 5.362252 4.989207 5.20004 5.192956 5.396794 4.751323 5.122262 5.197908 5.01236 5.182027 5.154276
"TBX19" 2.600338 2.438205 2.424079 2.510886 2.663606 2.551582 2.41003 2.466758 2.512916 2.860574 2.428157 2.470365 2.622641 2.61701 2.644841 2.507959 2.527003 2.559576
"THAP5" 3.059791 3.546337 3.394238 3.390235 3.308791 3.590725 3.106173 3.499719 3.462006 3.285627 3.467538 3.275114 3.228758 3.395412 3.74674 3.340234 3.039193 3.358388
"TRIM10" 2.193747 2.03837 2.250561 2.123831 1.966997 2.079304 2.153298 2.469239 2.117523 2.162187 2.162051 2.260656 2.125679 2.153788 2.129247 2.227242 2.160321 2.126085
"ZNF354A" 4.204779 4.225069 4.688989 4.284255 4.346372 4.41182 4.29113 4.168704 4.367636 4.281418 3.891678 3.885267 4.19717 4.242019 4.40228 4.148142 4.195412 3.960851
"PA2G4" 5.47187 5.291838 5.543249 5.629441 5.395839 5.443722 5.401122 5.418288 5.431274 5.524699 5.42889 5.504453 5.484391 5.441812 5.324533 5.429792 5.378984 5.243518
"LENG9" 2.749176 2.633128 2.773143 2.634328 2.749176 2.762964 2.508667 2.747316 2.743134 2.671707 2.751831 2.67165 3.012149 2.869239 2.8419 2.908472 2.785802 2.719289
"RCBTB1" 3.517241 3.353502 3.64555 3.391328 3.386218 3.546719 3.392789 3.247273 3.447242 3.298046 3.640141 3.666627 3.814793 3.680684 3.601241 3.573534 3.551976 3.505811
"PBX4" 3.175479 3.445189 3.627807 3.384004 4.245304 3.198351 2.751569 3.06906 2.761253 2.902494 2.736193 2.548872 2.700353 2.542114 2.642584 2.749143 2.851008 2.651734
"PAPOLG" 3.53667 3.854243 3.898959 3.684936 3.707169 3.843234 3.560056 3.480353 3.526408 3.453236 3.573524 3.524531 3.262364 3.41793 3.442144 3.437676 3.281518 3.532159
"TRIM23" 5.069569 5.055215 4.134992 4.64143 4.439591 5.365158 5.528675 5.377777 5.992138 5.684427 5.948795 5.932883 5.604494 5.646345 5.572389 5.338749 5.671609 6.282791
"ZNF559" 5.720603 5.814076 5.422019 5.433089 5.659425 4.895462 5.205877 5.680635 5.56407 5.575806 5.48497 5.588398 5.475081 4.74423 5.366639 4.846861 4.380858 5.325051
"ANAPC2" 4.46365 5.127296 4.821133 4.749758 4.798297 4.995925 4.895397 4.930024 4.769695 4.943394 4.626037 4.554586 4.894215 4.425312 4.841258 4.292945 4.830953 4.776509
"TIGD7" 3.388302 3.256194 3.756766 3.521112 3.550896 3.819727 3.536871 3.603365 3.610617 3.699779 3.4797 3.096388 3.151776 3.246453 3.239015 3.213503 3.531205 3.415177
"SBNO2" 3.291064 3.364347 3.258529 3.176833 3.243136 3.472307 3.414162 3.25302 3.225009 3.424757 3.31173 3.420676 3.917242 3.629714 3.820964 3.458394 3.753377 3.658858
"ZNF528" 3.452688 3.515428 3.578443 3.698851 3.669955 3.615075 3.785533 4.03611 3.34656 3.952493 3.783468 3.736572 3.8809 3.744834 3.436321 3.858941 3.839671 3.478908
